tweet,label,id
"Alaska makes vaccines available to those 16 and older, becoming 1st state to remove eligibility. The state has become a leader in quickly vaccinating its residents, benefiting from relationships with tribal health organizations. requirements https://t.co/ZIgp9on2AW",0,70
"Dr. Ashish Jha says on @the_herald podcast ""we now have a pretty high degree of certainty"" that Covid vaccines reduce transmission and says his best guess is that they reduce transmission by 70-90%. https://t.co/Gf1Yxen5pf",0,71
"South Africa, India, and more than 100 other nations have called on the World Trade Organization to temporarily waive patents for COVID-19 vaccines https://t.co/vxEn8RURWr https://t.co/ULseR92LMf",0,72
The FDA set a goal for Covid-19 vaccines trials of an efficacy rate of at least 50% and a confidence interval lower bound of no lower than 30%. Here are efficacy confidence intervals from major coronavirus vaccine trials. https://t.co/N1it9ZKnQW https://t.co/yWtdaiLS0l,0,73
Creating the foundation today to address challenges of tomorrow: we’re evaluating a 3rd dose of our #COVID19 vaccine against current &amp; new variants. We’re also discussing regulatory pathways similar to that of the flu vaccine to adapt vaccines if needed. https://t.co/13moUoWmvO,0,74
"BREAKING: The Richmond and Henrico Health Districts today will begin registering people in the rest of Phase 1B for COVID-19 vaccines, including those 16-64 with pre-existing conditions.",0,75
"This month, two of Cuba's homegrown COVID vaccines, Soberana 02 and Abdala, will commence final-stage clinical trials and scale up production, with immunization of at-risk groups slated for late March. https://t.co/zS1P3H4NYk https://t.co/zOUKDNg19Q",0,76
"The vaccines approved for use in the UK have been developed by Pfizer/BioNTech and Oxford/AstraZeneca. They have met strict standards of safety, quality and effectiveness. Read more 👇 https://t.co/MPCevFV6SM",0,77
(Reuters) - The U.S. Centers for Disease Control and Prevention (CDC) said on Wednesday people who have been given full doses of the coronavirus vaccine no longer need to quarantine after an exposure to someone with the COVID-19 disease. ⁦@CDCgov⁩ https://t.co/tYqmmUfoTM,0,78
Several states have moved from risk-based to age-based systems for distributing COVID-19 vaccines. People with high-risk disabilities say that change cast them aside — and that they should've been prioritized. https://t.co/YI6MKewlmt,0,79
Two new COVID-19 vaccine locations open Tomorrow in Miami-Dade County. •Allen Park Community Center •Miami Springs Community Center They will open from 9am-5pm and will administer 500 vaccines first come first serve with no appointments.,0,80
"Countries have developed National Deployment &amp; Vaccination Plans (NDVP) to prepare for #COVID19 vaccines introduction. Once an NDVP is reviewed &amp; approved, and other requirements met - that country can be allocated vaccines from the #COVAX Facility.👉https://t.co/O91wphUV1o https://t.co/9JT4tLnsEr",0,81
Unicef has made a U-turn and included Kenya Airways in the list of 15 airlines contracted to transport COVID-19 vaccines. — Business Daily,0,82
President Biden called on states to make all adults in the U.S. eligible for Covid-19 vaccines by May 1 and set a goal for the public to be able to gather in small groups during Independence Day weekend https://t.co/cwfSbTD2zb,0,83
"New Yorkers 60 and older will now be eligible to receive Covid-19 vaccines beginning on Wednesday. “That means people, like as old as I am, will now be eligible for the vaccine,” Gov. Andrew Cuomo, 63, said. https://t.co/6wIzrYvpoR",0,84
Re-upping this latest entry in a 2-month-long thread collecting and discussing data that shows (as hoped and expected) vaccines are effective at reducing transmission of COVID-19 https://t.co/V36e5nWxm5,0,85
"No, you’re misinformed. Goal of COVAX is to guarantee fair and equitable access to COVID-19 vaccines for every country in the world. 92 low to middle income are eligible incl. Indonesia &amp; Vietnam. Likewise, 42 self-financing countries wanted access incl. JPN, CAN, AUS &amp; SGP. https://t.co/YQCWJHH1ZM https://t.co/w6ffgC7rE5",0,86
"As #COVID19 continues to spread, new variants could undermine the effectiveness of vaccines, therapeutics and diagnostics, leading to increased human and economic suffering. 👉https://t.co/yUMxElneop https://t.co/PAv349xbvN",0,87
We are watching Israel's Covid-19 deaths drastically fall in real-time. All of the data shows the vaccines have been enormously effective at both reducing spread and reducing the seriousness of the virus. Anyone suggesting otherwise is not telling you the truth. https://t.co/3rw0oFDPYK,0,88
"On 28th February 2021, a rally involving nearly 350 cars was held in the township of Brampton in the Greater Toronto Area to mark the cooperation between New Delhi and Ottawa over the supply of made-in-India Covid-19 vaccines to Canada. #IndianCovidSheilds #StrongRelations",0,89
"Reuters/Ipsos polling shows most Americans want to know who got the COVID-19 vaccine, and a majority support workplace and lifestyle restrictions for those who are not vaccinated https://t.co/UV9MsIed2T Let us know what you think in the polls below 👇 https://t.co/TNH8sAWjlS",0,90
"#COVID19: Homeless people and rough sleepers will be prioritised for coronavirus vaccines, the government has announced https://t.co/N84Jl9qAjo",0,91
"Today, Malawi received #COVID19 vaccine doses shipped via the COVAX Facility, a partnership between @WHO , @gavi , @MalawiUNICEF and @CEPIvaccines . Another step towards #VaccineEquity. Read more about it here👇 https://t.co/CRJMKUy3BH",0,92
Get the facts about the #COVID19 vaccine from @NYCHealthCommr: ✅The vaccines are safe and offer strong protection from COVID-19 ✅The vaccines are more than 94% effective ✅You cannot get COVID-19 from a vaccine Learn more: https://t.co/BHibl51DtZ https://t.co/raW9ddRQOR,0,93
All 3 vaccines currently available in the U.S. offered extraordinary protection against hospitalizations and deaths from COVID-19 in clinical trials. Health officials are urging people to take whatever vaccine they’re offered when it’s available https://t.co/GfjxR6HANU,0,94
"BREAKING: Biden plans to direct all states, tribes, and territories to make COVID vaccines available to all eligible adults in the country by May 1 https://t.co/1bPUs0hYum",0,95
"No line for Pfizer vaccines at UCSF Fresno COVID-19 Equity Project right now (3/11/21, 10:40 am). Open on a first-come, first-served drive thru basis to people 65+, education and childcare, emergency services, food and ag and health care. https://t.co/eDQOi9Mv3U https://t.co/DmXQGIcSDS",0,96
"‘The vaccine is permissible. The vaccine does not lead to change in the DNA or future genetic changes.’ Muhammad Ali Tanveer, Imam at Southampton Medina Mosque, received the #COVIDVaccine and reassures his community that it is safe. https://t.co/1e3nCAUFcB https://t.co/Hthh6Db6tT",0,97
"Despite severe technological barriers, some Native American tribes are vaccinating their members so efficiently that they've been able to branch out and offer coronavirus vaccines to people outside of their tribes. https://t.co/ZHj7iFUlrz",0,98
"Ethiopian Airlines is set to take a lead role in ferrying COVID-19 vaccines around the world and expects demand for the service to last for up to three years, its head of cargo services said on Sunday. https://t.co/FHdR5dROL3 https://t.co/V2HtsgFmla",0,99
As per @CDCgov recs: Patients who received 1st dose of either the #Pfizer or #Moderna #COVID19 #vaccine and cannot complete the series due to supply or tolerability issues may get a single-dose of the J&amp;J vaccine 28 days after their initial mRNA vaccine. https://t.co/xNW1SD6vYA,0,100
"#TouchdownAirplane The first batch of 468,000 COVID-19 vaccines under the #COVAX initiative has arrived. This is exciting news and big congratulations to @MoPHofficial. 👏 👏 👏 Read more: https://t.co/EOVhIROGNi @CEPIvaccines, @GAVI, @UNICEFSupply, @UNICEFROSA @UNICEF https://t.co/trxqHsivwN",0,101
"All three vaccines are very good—amazing, even—at protecting people’s health. No one should refrain from seeking vaccination on the theory that any might be second-rate. But it’s also true that the COVID-19 vaccines aren’t all the same. https://t.co/RyrhHdIMi9",0,102
"I was invited to get my Covid-19 vaccine and today I went to my local GP surgery and had the first jab - quick, painless and it could save my life &amp; the lives of people around me. Please, when it's your turn, take the vaccine. Together we will beat Covid-19. #CovidVaccine https://t.co/NIOGlAMNDU",0,103
"Development of the COVID-19 vaccine has been underway since early 2020, as soon as virus began spreading. Knowledge from other vaccines, like SARS and MERS, have been used in developing the COVID-19 vaccines. Read more 👇 https://t.co/qAOGzpFb5w https://t.co/0dw8xptjuf",0,104
"Proud moment for India for achieving a landmark number of more than 2 million Covid-19 vaccine jabs in the last 24 hours and for being a torchbearer of empathy to our neighbouring countries via #MadeInIndia vaccines, 25 and counting. #VaccineMaitri @DrSJaishankar https://t.co/Oye4B53kPK",0,105
"Today, we have 'Made in India' vaccines for our country and for the world. COVID19 vaccination is being done for free at government hospitals and at the cost of Rs 250 at private hospitals. I have also taken the first dose of the COVID vaccine: Prime Minister Narendra Modi https://t.co/hV6yShklPa",0,106
"WHO has also listed the Pfizer/BioNTech, Astrazeneca-SK Bio and Serum Institute of India #COVID19 vaccines for emergency use https://t.co/zwKdoxuntn https://t.co/kew6UpGhEf",0,107
"UPDATE: The first consignment of 507,000 Astra Zeneca COVID-19 COVAX vaccines provided by the Federal Government arrived in Lagos at 5a.m today. The vaccines have been transferred from the airport to our State cold chain facilities for safe storage and inventory management. https://t.co/391Nhyojlz",0,108
"Three nations today receive #MadeInIndia🇮🇳 Covid-19 Vaccines. Planes carrying consignments of #COVID19Vaccine doses landed in #Jamaica, #Tajikistan and #Belize. #VaccineMaitri https://t.co/3htiNmg5iC",0,109
"Over 66% of professionals, 60% of doctors, 58% of scientists and 48% of Members of Parliament are women in Cuba. 75% of the scientists working on Cuba's COVID-19 vaccines are also women. Another World is Possible! #IWD2021 https://t.co/bBGmi7oV0r",0,110
Took amma for covid vaccine at #baptisthospital..i fold my hands in deep gratitude to @pmo for streamling vaccines for senior citizens and how well they are treated..no prime minister works in this manner..he cares for his ppl and country like no one else!!!🙏🙏🙏🙏🙏 https://t.co/cQbpXSitrI,0,111
Trial mixing Oxford/Astrazenca and Pfizer vaccines to start (Oxford University) in the UK. https://t.co/uVmpMMDxeP https://t.co/LhPloblD5v,0,112
Tesla &amp; CureVac Create Printer for COVID-19 Vaccines &amp; Customized Drugs for Diseases Like Cancer 🧬🔬🏥 #Tesla #CureVac #ElonMusk https://t.co/szC9ZbwyFn,0,113
"The State of Maryland is reporting 50,484 doses of COVID-19 vaccines administered over the past 24 hours—breaking our single-day record and exceeding 50,000 for the first time—as the state surpassed 1.5 million total vaccines administered. https://t.co/xX1QmHFfmy",0,114
"Biden said the White House would direct state, local and tribal governments to make all American adults eligible to sign up for a COVID-19 vaccine by May 1. He didn’t say vaccines would be mandatory, despite what one Facebook post claimed. https://t.co/kUuSTZz4mA https://t.co/bDTYWozRYw",0,115
"More than 335 million doses of Covid-19 vaccines have been administered globally so far, and no deaths have been found to have been caused by Covid-19 vaccines, WHO's @DrTedros tells press conference. But at least 2.6 million people have been killed by the Covid-19 virus.",0,116
"Sunday, @DrLaPook reports on coronavirus variants and shows the ways researchers are tracking and analyzing these new variants to keep ahead of the curve and be prepared to create new vaccines if needed. https://t.co/B53DUJhix3 https://t.co/oX6cUM41p3",0,117
"#DurhamRegion is now accepting online bookings for the #COVID19 vaccine for residents who are 80+. Appointments begin March 9. 💻 To book online: https://t.co/U9ENYYXqFL ☎️ If unable to book online, call: 1-800-841-2729 📍 For clinic locations &amp; more: https://t.co/dIDpiKCjB4 https://t.co/tDNtXH5Mll",0,118
"1,769,695 Londoners have received their first dose of a COVID-19 vaccine, and the total number of first and second doses given up to and including 22 February is now 1,837,280. There's a lot of misinformation about the vaccines going round—ignore it. They will save lives.",0,119
A Texas doctor gave out 10 doses of the Moderna COVID-19 vaccine after an opened vial was set to expire in 6 hours. Then he was charged with stealing the vaccine and was fired from his job. https://t.co/h6Aln28Q66 https://t.co/ZquXEu5jk2,1,120
"More than 100 million Covid-19 vaccine doses have been administered in the U.S., the CDC said, as the inoculation drive gains pace in the U.S. and as new cases of Covid-19 have dropped in recent weeks https://t.co/kbJsis3NNE",0,121
"RFK Jr.'s anti-vaccination film doesn’t offer any evidence that COVID-19 vaccines are harmful. Instead, it misrepresents various scientific studies and suggests that the medical establishment can’t be trusted. #scicheck https://t.co/uGRDJGuH3O",0,122
"#COVID19TX Update: Texans are slowing COVID-19 with vaccines and #HealthyTexas steps. Stay cautious as new strains start to spread faster. In the last 7 days #Texas averaged: ⬇️3,020 new cases a day ⬇️4,836 current hospitalizations ⬇️187 new fatalities reported a day https://t.co/6XhnO19WoM",0,123
"Both the Pfizer BioNTech and the Oxford AstraZeneca vaccines are highly effective in reducing covid-19 infections and protecting against severe disease in older adults, preliminary data show @Garethiacobucci https://t.co/43rYXU2aXE",0,124
Pakistan is reportedly not planning to buy Covid-19 vaccines anytime soon and will instead rely on vaccines donated by International donors. https://t.co/Ftxsst83jR,0,125
"I am pleased with the news of the arrival of #COVID_19 vaccines to #Sudan, #Ghana, #CôtedIvoire, #Nigeria and many other countries, in the framework of supporting the international efforts to combat this pandemic (1/2) https://t.co/GPpyPK6FBH",0,126
The United States' Php97.2-billion donation to the COVAX facility ensures the Philippines and other countries receive equitable access to COVID-19 vaccines. #FriendsPartnersAllies | via @PhilstarNews https://t.co/xRal6DLiqz,0,127
"Senate passes $1.9-trillion COVID-19 economic relief bill It includes direct aid to struggling Americans, the restaurant, childcare and airline industries,aid for vaccines and testing, small businesses and support for state and local governments. #Fresh https://t.co/BIuoq8YR83",0,128
Pfizer’s and Moderna’s mRNA vaccines took over three decades to get here. https://t.co/qAgCzKtWiC https://t.co/hAeriK70l1,0,129
"The MISD Health Services Team has been working tirelessly with the McKinney Fire Dept to administer COVID vaccines to the teachers and staff in MISD. This joint venture began back in Jan., and as of today, we have vaccinated everyone in the district who has requested a vaccine! https://t.co/nxhj6PCTNS",0,130
